Co_Ref,Prospect_Renewal_Date,days_to_renewal,Call_Date,Direction,cc_care_package,cc_care_package_discussed,cc_urgency_getting_on_site,cc_external_consultant,cc_agent_cross_sell_attempt,cc_customer_issues_concerns,cc_business_struggles_financial_hardship,cc_call_initiated_by,cc_questionnaire_completion,cc_chasing_response,cc_issues_within_questionnaire,cc_login_issues,cc_platform_issues,cc_dissatisfaction_time_to_complete,cc_process_complexity_concerns,cc_questions_harder_than_expected,cc_dissatisfaction_support,cc_pricing_mentioned,cc_pricing_sentiment_impact,cc_refund_discussed,cc_contractor_suggest_leave,cc_contractor_complained,Analysed_Call,Call_Year,cc_contractor_sentiment,cc_contractor_sentiment_start_score,cc_contractor_sentiment_end_score,cc_contractor_sentiment_overall_score,cc_contractor_sentiment_issues_score
OL3308,2025-04-30,6.0,2025-04-24,IN_BOUND,Not Discussed,No,No,No,No,No,No,Customer,Yes,False,True,No,Yes,No,No,No,No,False,False,False,False,True,1,2025,Satisfied,50.0,90.0,90.0,90.0
JN8182,2024-11-25,10.0,2024-11-15,IN_BOUND,Not Discussed,No,No,No,No,No,No,Customer,Yes,True,False,No,Yes,No,No,No,No,False,False,False,False,True,1,2024,Neutral,50.0,80.0,70.0,80.0
ZF3380,2025-06-27,4.0,2025-06-23,IN_BOUND,Not Discussed,No,No,No,No,No,No,Customer,Yes,True,False,Yes,Yes,No,No,No,No,False,False,False,False,True,1,2025,Satisfied,50.0,90.0,80.0,80.0
VD5503,2025-04-16,0.0,2025-04-16,IN_BOUND,Premier,Yes,Yes,No,No,Yes,No,Customer,No,True,False,No,Yes,No,No,No,No,False,False,False,False,True,1,2025,Satisfied,20.0,90.0,90.0,90.0
AA0994,2025-01-25,4.0,2025-01-21,IN_BOUND,Express,Yes,Yes,No,No,Yes,No,Customer,Yes,True,False,No,No,Yes,Yes,No,Yes,True,False,False,False,True,1,2025,Satisfied,40.0,90.0,90.0,60.0
DM4827,2025-03-14,3.0,2025-03-11,OUT_BOUND,Not Discussed,No,No,No,No,Yes,No,Agent,Yes,True,False,No,No,Yes,No,No,No,False,False,False,False,True,1,2025,Satisfied,50.0,80.0,80.0,80.0
FF1970,2024-11-24,9.0,2024-11-15,IN_BOUND,Not Discussed,No,No,No,No,No,No,Customer,No,True,False,No,No,No,No,No,No,True,False,False,False,True,1,2024,Satisfied,40.0,90.0,80.0,80.0
RQ6860,2025-02-25,14.0,2025-02-11,OUT_BOUND,Not Discussed,No,No,No,No,Yes,No,Agent,Yes,True,False,No,No,No,No,No,No,False,False,False,False,True,1,2025,Neutral,50.0,80.0,80.0,80.0
DA0689,2025-02-28,8.0,2025-02-20,IN_BOUND,Not Discussed,No,No,No,No,No,No,Customer,Yes,True,True,No,No,No,Yes,No,No,False,False,False,False,True,1,2025,Satisfied,50.0,90.0,90.0,90.0
EZ4052,2025-05-27,5.0,2025-05-22,IN_BOUND,Not Discussed,No,Yes,No,No,No,No,Customer,Yes,True,True,No,No,No,Yes,No,No,False,False,False,False,True,1,2025,Neutral,60.0,80.0,80.0,80.0
JN7535,2025-12-01,6.0,2025-11-25,IN_BOUND,Not Discussed,No,Yes,No,No,Yes,No,Customer,Yes,True,True,No,No,Yes,Yes,No,No,False,False,False,False,True,1,2025,Dissatisfied,20.0,80.0,60.0,40.0
AA0994,2025-01-25,10.0,2025-01-15,IN_BOUND,Not Discussed,No,Yes,No,No,Yes,No,Customer,Yes,True,True,No,No,Yes,Yes,No,Yes,False,False,False,False,True,1,2025,Satisfied,60.0,90.0,90.0,80.0
MT5514,2026-01-07,2.0,2026-01-05,IN_BOUND,Not Discussed,No,Yes,No,No,Yes,No,Customer,Yes,True,True,No,No,Yes,Yes,No,Yes,False,False,False,False,True,1,2026,Dissatisfied,20.0,60.0,40.0,20.0
QG4546,2025-01-22,9.0,2025-01-13,IN_BOUND,Not Discussed,No,Yes,No,No,No,No,Customer,Yes,True,True,No,Yes,Yes,Yes,No,No,False,False,False,False,True,1,2025,Dissatisfied,60.0,40.0,40.0,40.0
VJ2314,2024-10-26,8.0,2024-10-18,IN_BOUND,Not Discussed,No,No,No,No,Yes,No,Customer,Yes,True,False,No,No,No,Yes,No,Yes,False,False,False,False,True,1,2024,Satisfied,80.0,90.0,85.0,85.0
WL2892,2025-12-06,2.0,2025-12-04,OUT_BOUND,Not Discussed,No,No,No,No,Yes,No,Agent,Yes,False,True,No,No,No,Yes,No,No,False,False,False,False,True,1,2025,Neutral,20.0,80.0,80.0,80.0
IQ5856,2025-07-01,7.0,2025-06-24,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Customer,Yes,False,False,Yes,No,No,No,No,No,False,False,False,False,True,1,2025,Satisfied,50.0,90.0,80.0,80.0
IR4775,2025-12-28,10.0,2025-12-18,OUT_BOUND,Express,Yes,No,No,No,No,No,Agent,No,False,False,No,No,No,Yes,No,Yes,True,True,False,False,True,1,2025,Neutral,50.0,80.0,65.0,60.0
TS4122,2025-07-19,8.0,2025-07-11,IN_BOUND,Premier,Yes,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,No,True,True,False,False,True,1,2025,Satisfied,40.0,90.0,80.0,80.0
CN2556,2024-12-19,10.0,2024-12-09,OUT_BOUND,Standard,Yes,Yes,No,No,Yes,No,Agent,Yes,False,False,No,Yes,No,Yes,No,No,True,False,False,False,True,1,2024,Satisfied,80.0,90.0,85.0,80.0
VI1279,2025-12-03,13.0,2025-11-20,OUT_BOUND,Express,Yes,No,No,No,Yes,No,Customer,Yes,False,False,No,No,No,Yes,No,No,False,False,False,False,True,1,2025,Neutral,40.0,80.0,80.0,80.0
DL7923,2026-01-21,14.0,2026-01-07,IN_BOUND,Standard,Yes,Yes,No,No,Yes,Yes,Customer,No,False,False,No,Yes,No,Yes,No,No,True,True,False,False,True,1,2026,Neutral,50.0,80.0,70.0,70.0
KL4343,2025-07-28,4.0,2025-07-24,OUT_BOUND,Not Discussed,No,No,No,No,Yes,Yes,Agent,No,False,False,No,No,No,No,No,No,False,False,False,False,True,1,2025,Neutral,40.0,60.0,50.0,50.0
OO7735,2025-08-19,1.0,2025-08-18,IN_BOUND,Not Discussed,No,No,No,No,No,No,Customer,Yes,False,False,No,No,Yes,No,No,No,False,False,False,False,True,1,2025,Satisfied,50.0,90.0,90.0,80.0
TK3444,2024-12-13,2.0,2024-12-11,OUT_BOUND,Not Discussed,No,No,No,No,Yes,No,Customer,Yes,False,False,No,No,No,Yes,No,No,False,False,False,False,True,1,2024,Neutral,20.0,80.0,80.0,85.0
HI0440,2025-09-13,4.0,2025-09-09,IN_BOUND,Not Discussed,No,No,No,No,Yes,Yes,Customer,Yes,False,False,No,No,No,No,No,No,False,False,False,False,True,1,2025,Neutral,60.0,80.0,80.0,40.0
BM2697,2025-11-20,1.0,2025-11-19,OUT_BOUND,Not Discussed,No,No,No,No,Yes,No,Agent,Yes,False,False,Yes,No,Yes,Yes,No,No,False,False,False,False,True,1,2025,Satisfied,50.0,90.0,80.0,70.0
NT2793,2025-06-26,9.0,2025-06-17,OUT_BOUND,Standard,Yes,No,No,No,Yes,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,True,1,2025,Neutral,50.0,80.0,80.0,80.0
QZ8375,2024-10-24,0.0,2024-10-24,IN_BOUND,Express,Yes,No,No,No,No,No,Customer,No,False,False,No,No,No,No,No,Yes,True,False,False,False,True,1,2024,Satisfied,50.0,90.0,90.0,90.0
CX8692,2024-11-25,4.0,2024-11-21,OUT_BOUND,Standard,Yes,No,No,No,Yes,Yes,Agent,No,False,False,No,No,Yes,No,No,Yes,True,True,False,False,True,1,2024,Satisfied,60.0,90.0,80.0,70.0
LO2459,2025-07-05,11.0,2025-06-24,IN_BOUND,Premier,Yes,No,No,No,No,No,Customer,Yes,False,False,No,No,No,Yes,No,No,True,True,False,False,True,1,2025,Dissatisfied,40.0,60.0,60.0,40.0
UX2759,2025-05-09,10.0,2025-04-29,OUT_BOUND,Not Discussed,No,No,No,No,No,No,Agent,Yes,False,True,No,Yes,Yes,Yes,No,No,False,False,False,False,True,1,2025,Neutral,50.0,80.0,70.0,80.0
YR7832,2025-02-12,5.0,2025-02-07,OUT_BOUND,Not Discussed,No,No,No,No,Yes,No,Agent,Yes,False,True,No,No,No,Yes,No,No,False,False,False,False,True,1,2025,Neutral,50.0,80.0,80.0,85.0
ZP8956,2025-10-16,6.0,2025-10-10,OUT_BOUND,Not Discussed,No,Yes,No,No,Yes,No,Customer,Yes,False,True,No,No,Yes,Yes,No,No,False,False,False,False,True,1,2025,Satisfied,50.0,90.0,80.0,80.0
OZ3764,2025-09-30,13.0,2025-09-17,OUT_BOUND,Not Discussed,No,No,No,No,Yes,No,Agent,Yes,False,True,Yes,Yes,No,Yes,No,No,True,False,False,False,True,1,2025,Neutral,50.0,80.0,80.0,80.0
FU0817,2024-11-11,4.0,2024-11-07,OUT_BOUND,Premier,Yes,No,No,No,Yes,No,Agent,Yes,False,True,No,No,Yes,Yes,No,No,False,False,False,False,True,1,2024,Dissatisfied,50.0,70.0,60.0,40.0
OL3308,2025-04-30,13.0,2025-04-17,IN_BOUND,Standard,Yes,No,No,No,Yes,Yes,Customer,No,False,False,No,No,No,No,No,No,True,True,False,False,True,1,2025,Satisfied,50.0,90.0,90.0,90.0
HL6006,2025-04-08,8.0,2025-03-31,OUT_BOUND,Not Discussed,No,Yes,No,No,Yes,No,Agent,Yes,False,False,No,No,No,Yes,No,No,True,False,False,True,True,1,2025,Neutral,40.0,80.0,80.0,80.0
MH3500,2025-12-22,7.0,2025-12-15,OUT_BOUND,Not Discussed,No,No,No,No,Yes,No,Agent,Yes,False,True,No,No,Yes,Yes,No,No,False,False,False,True,True,1,2025,Dissatisfied,20.0,40.0,40.0,20.0
KA4596,2025-10-31,3.0,2025-10-28,IN_BOUND,Premier,Yes,Yes,No,No,Yes,Yes,Customer,No,False,False,No,No,No,Yes,No,No,True,True,False,True,True,1,2025,Dissatisfied,40.0,80.0,60.0,40.0
PF0165,2026-01-14,9.0,2026-01-05,OUT_BOUND,Not Discussed,No,No,No,No,Yes,No,Agent,No,False,False,No,Yes,No,Yes,No,Yes,True,True,False,True,True,1,2026,Dissatisfied,50.0,70.0,60.0,40.0
QT9395,2025-12-16,14.0,2025-12-02,IN_BOUND,Express,Yes,Yes,No,No,Yes,No,Customer,No,True,False,No,No,Yes,Yes,No,Yes,True,True,False,True,True,1,2025,Satisfied,20.0,90.0,80.0,80.0
YC4159,2025-01-24,9.0,2025-01-15,IN_BOUND,Not Discussed,No,Yes,No,No,Yes,No,Customer,Yes,True,True,No,No,Yes,Yes,No,Yes,True,True,False,True,True,1,2025,Dissatisfied,20.0,80.0,80.0,20.0
QC6976,2025-05-28,0.0,2025-05-28,IN_BOUND,Not Discussed,No,Yes,No,No,Yes,No,Customer,Yes,True,True,No,No,Yes,Yes,No,Yes,False,False,False,True,True,1,2025,Dissatisfied,20.0,80.0,60.0,40.0
BK6626,2025-05-31,2.0,2025-05-29,IN_BOUND,Not Discussed,No,No,No,No,No,No,Customer,Yes,True,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,80.0,85.0,50.0
HW9411,2025-07-31,8.0,2025-07-23,OUT_BOUND,Not Discussed,No,No,Yes,No,Yes,Yes,Agent,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,80.0,85.0,85.0
VM0052,2025-04-11,10.0,2025-04-01,OUT_BOUND,Not Discussed,No,No,Yes,No,Yes,Yes,Agent,Yes,False,False,No,Yes,Yes,Yes,No,No,True,True,False,True,True,1,2025,Dissatisfied,20.0,60.0,40.0,20.0
CT0435,2025-01-24,8.0,2025-01-16,IN_BOUND,Not Discussed,No,No,Yes,No,Yes,No,Customer,No,False,False,No,Yes,No,Yes,No,Yes,True,True,True,True,True,1,2025,Dissatisfied,20.0,60.0,40.0,20.0
DV0320,2024-11-28,3.0,2024-11-25,IN_BOUND,Not Discussed,No,No,Yes,No,No,Yes,Customer,No,False,False,No,No,No,No,No,No,False,False,True,True,True,1,2024,Dissatisfied,50.0,30.0,30.0,30.0
XX8321,2025-06-04,7.0,2025-05-28,IN_BOUND,Not Discussed,No,No,Yes,No,No,Yes,Customer,No,False,False,No,Yes,No,Yes,No,No,True,True,False,True,True,1,2025,Dissatisfied,20.0,60.0,60.0,60.0
IT6094,2025-09-30,8.0,2025-09-22,IN_BOUND,Not Discussed,No,No,Yes,No,No,No,Customer,No,False,False,No,Yes,No,Yes,No,Yes,True,True,False,True,True,1,2025,Satisfied,20.0,80.0,80.0,80.0
EF5849,2025-05-11,12.0,2025-04-29,OUT_BOUND,Not Discussed,No,No,Yes,No,No,No,Agent,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,80.0,85.0,85.0
DV8120,2025-03-12,0.0,2025-03-12,IN_BOUND,Not Discussed,No,No,Yes,No,Yes,No,Customer,Yes,False,True,No,Yes,Yes,No,Yes,No,True,True,True,True,True,1,2025,Dissatisfied,20.0,60.0,40.0,20.0
WF2780,2025-08-02,12.0,2025-07-21,IN_BOUND,Premier,Yes,No,Yes,No,Yes,Yes,Customer,No,False,False,No,No,No,No,No,No,True,True,False,False,True,1,2025,Satisfied,20.0,90.0,90.0,90.0
BQ2286,2025-01-16,3.0,2025-01-13,IN_BOUND,Not Discussed,No,No,Yes,No,No,No,Customer,No,False,False,No,Yes,No,Yes,No,No,True,False,False,False,True,1,2025,Satisfied,50.0,90.0,80.0,80.0
DJ1978,2025-08-26,0.0,2025-08-26,OUT_BOUND,Not Discussed,No,No,Yes,No,Yes,No,Customer,Yes,False,True,No,No,No,Yes,No,No,False,False,False,False,True,1,2025,Dissatisfied,20.0,60.0,40.0,40.0
UO8759,2025-11-06,10.0,2025-10-27,OUT_BOUND,Not Discussed,No,No,Yes,No,No,No,Agent,No,False,False,No,Yes,No,Yes,No,No,True,True,False,False,True,1,2025,Neutral,50.0,60.0,60.0,60.0
IL8206,2025-08-25,13.0,2025-08-12,IN_BOUND,Not Discussed,No,No,Yes,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,True,1,2025,Satisfied,20.0,90.0,90.0,90.0
ID8708,2025-06-12,3.0,2025-06-09,OUT_BOUND,Not Discussed,No,No,Yes,No,Yes,No,Agent,No,False,False,No,No,No,No,No,No,False,False,False,False,True,1,2025,Satisfied,50.0,80.0,80.0,85.0
VE7079,2025-10-18,4.0,2025-10-14,OUT_BOUND,Express,Yes,No,Yes,No,No,No,Agent,Yes,False,True,No,No,No,Yes,No,No,True,False,False,False,True,1,2025,Neutral,50.0,80.0,80.0,80.0
DD6214,2025-01-29,5.0,2025-01-24,IN_BOUND,Standard,Yes,Yes,Yes,No,Yes,No,Customer,Yes,False,True,No,Yes,No,Yes,No,No,True,False,False,False,True,1,2025,Neutral,40.0,80.0,80.0,60.0
DV1354,2024-12-03,13.0,2024-11-20,IN_BOUND,Not Discussed,No,No,Yes,No,No,No,Customer,Yes,True,False,No,No,Yes,Yes,No,Yes,False,False,False,False,True,1,2024,Satisfied,20.0,80.0,80.0,80.0
GI2737,2025-06-26,6.0,2025-06-20,IN_BOUND,Not Discussed,No,Yes,Yes,No,Yes,Yes,Customer,No,True,False,No,Yes,No,Yes,No,No,True,True,False,False,True,1,2025,Satisfied,60.0,90.0,90.0,90.0
PB3955,2025-07-21,12.0,2025-07-09,OUT_BOUND,Not Discussed,No,No,Yes,No,No,No,Agent,Yes,True,False,No,No,No,No,No,No,False,False,False,False,True,1,2025,Neutral,50.0,80.0,80.0,80.0
RB9522,2025-07-09,2.0,2025-07-07,OUT_BOUND,Not Discussed,No,No,Yes,Yes,No,No,Customer,No,False,False,No,No,No,No,No,No,True,True,False,False,True,1,2025,Neutral,50.0,80.0,80.0,80.0
QV2438,2024-11-24,5.0,2024-11-19,IN_BOUND,Not Discussed,No,Yes,Yes,Yes,Yes,No,Customer,Yes,False,True,No,No,Yes,Yes,No,No,False,False,False,False,True,1,2024,Neutral,20.0,80.0,80.0,80.0
JK5110,2025-01-15,8.0,2025-01-07,IN_BOUND,Express,Yes,No,No,Yes,Yes,No,Customer,Yes,False,False,No,No,No,Yes,No,No,False,False,False,False,True,1,2025,Neutral,50.0,80.0,80.0,80.0
IS4268,2025-10-16,3.0,2025-10-13,OUT_BOUND,Express,Yes,No,No,Yes,Yes,Yes,Agent,No,False,False,No,Yes,No,No,No,No,False,False,False,False,True,1,2025,Neutral,50.0,80.0,70.0,60.0
KZ7723,2025-11-21,0.0,2025-11-21,IN_BOUND,Standard,Yes,No,Yes,Yes,Yes,No,Customer,Yes,False,False,No,Yes,No,Yes,No,Yes,True,False,False,False,True,1,2025,Satisfied,40.0,90.0,90.0,90.0
QR1178,2025-08-16,5.0,2025-08-11,IN_BOUND,Not Discussed,No,No,No,Yes,Yes,Yes,Customer,No,False,False,No,No,No,Yes,No,No,True,True,False,True,True,1,2025,Neutral,30.0,70.0,70.0,50.0
GE8912,2025-10-28,13.0,2025-10-15,OUT_BOUND,Not Discussed,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Mentioned,Not Relevant,No,False,False,No,Yes,No,No,No,No,True,True,False,True,True,1,2025,Dissatisfied,20.0,60.0,60.0,60.0
UR4056,2025-07-24,7.0,2025-07-17,OUT_BOUND,Express,Yes,No,Yes,Yes,Yes,Yes,Customer,Yes,False,True,No,No,No,Yes,No,No,True,True,False,True,True,1,2025,Satisfied,40.0,90.0,90.0,90.0
BA9347,2025-02-25,5.0,2025-02-20,IN_BOUND,Not Discussed,Yes,No,No,Yes,Yes,No,Customer,Yes,False,True,No,No,No,Yes,No,No,True,True,False,True,True,1,2025,Dissatisfied,20.0,60.0,40.0,40.0
PD0461,2025-07-06,6.0,2025-06-30,OUT_BOUND,Not Discussed,No,No,Yes,No,Yes,Yes,Agent,No,False,False,No,No,No,No,No,No,False,False,False,True,False,1,2025,Neutral,50.0,80.0,80.0,85.0
AA0994,2025-01-25,11.0,2025-01-14,IN_BOUND,Not Discussed,No,No,Yes,No,Yes,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,True,False,1,2025,Dissatisfied,50.0,20.0,20.0,20.0
RG0276,2025-11-01,2.0,2025-10-30,OUT_BOUND,Not Discussed,No,No,Yes,No,No,No,Agent,No,False,False,No,No,No,No,No,No,True,False,False,True,False,1,2025,Neutral,50.0,70.0,60.0,50.0
FG7854,2025-07-26,4.0,2025-07-22,OUT_BOUND,Not Discussed,No,No,Yes,No,No,No,Agent,No,False,False,No,No,No,No,No,No,True,True,False,True,False,1,2025,Neutral,50.0,80.0,80.0,85.0
XX8321,2025-06-04,7.0,2025-05-28,IN_BOUND,Not Discussed,No,No,Yes,No,No,Yes,Customer,No,False,False,No,No,No,No,No,No,True,True,False,True,False,1,2025,Dissatisfied,50.0,20.0,20.0,20.0
BF9627,2025-10-02,3.0,2025-09-29,OUT_BOUND,Express,Yes,No,Yes,No,Yes,Yes,Agent,No,False,False,No,Yes,No,No,No,No,True,True,False,True,False,1,2025,Dissatisfied,50.0,40.0,40.0,40.0
BR4263,2025-10-03,7.0,2025-09-26,OUT_BOUND,Not Discussed,No,No,Yes,No,No,No,Customer,Yes,True,True,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,85.0
JB9328,2025-04-18,8.0,2025-04-10,IN_BOUND,Not Discussed,No,No,Yes,No,No,No,Customer,No,True,False,No,No,Yes,Yes,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,80.0
FW0890,2025-06-01,12.0,2025-05-20,IN_BOUND,Not Discussed,No,No,Yes,No,No,No,Customer,No,True,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,85.0
LL9241,2025-07-10,0.0,2025-07-10,OUT_BOUND,Not Discussed,No,No,Yes,No,No,No,Customer,No,True,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,85.0
DM3390,2025-07-24,0.0,2025-07-24,OUT_BOUND,Not Discussed,No,No,Yes,No,No,No,Customer,No,True,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,85.0
CI5712,2024-11-16,3.0,2024-11-13,OUT_BOUND,Not Discussed,No,No,Yes,No,No,No,Customer,No,True,False,No,No,No,No,No,No,False,False,False,False,False,1,2024,Neutral,50.0,80.0,80.0,85.0
IC5317,2024-11-11,4.0,2024-11-07,OUT_BOUND,Not Discussed,No,No,Yes,No,No,No,Agent,Yes,True,False,No,No,No,No,No,No,False,False,False,False,False,1,2024,Neutral,50.0,70.0,60.0,85.0
RY1633,2025-09-09,13.0,2025-08-27,OUT_BOUND,Not Discussed,No,No,Yes,No,No,No,Customer,No,True,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,85.0
OU2550,2025-07-15,8.0,2025-07-07,OUT_BOUND,Not Discussed,No,No,Yes,No,No,No,Customer,No,True,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,100.0,100.0,85.0
GI2737,2025-06-26,7.0,2025-06-19,IN_BOUND,Not Discussed,No,Yes,Yes,No,Yes,Yes,Customer,No,True,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,80.0,80.0,80.0
MO5094,2024-11-14,7.0,2024-11-07,IN_BOUND,Not Discussed,No,Yes,Yes,No,Yes,No,Customer,Yes,True,True,No,No,Yes,Yes,No,No,False,False,False,False,False,1,2024,Satisfied,40.0,90.0,90.0,90.0
VA3637,2024-11-07,9.0,2024-10-29,IN_BOUND,Not Discussed,No,No,Yes,No,No,No,Customer,Yes,True,False,No,No,Yes,Yes,No,No,False,False,False,False,False,1,2024,Satisfied,50.0,90.0,90.0,90.0
KK0806,2024-12-03,7.0,2024-11-26,OUT_BOUND,Not Discussed,No,No,Yes,No,No,No,Customer,No,True,False,No,No,No,No,No,No,False,False,False,False,False,1,2024,Satisfied,80.0,90.0,90.0,85.0
SN4133,2025-09-12,14.0,2025-08-29,OUT_BOUND,Not Discussed,No,No,Yes,No,Yes,No,Customer,No,True,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,85.0
IS2446,2025-03-29,5.0,2025-03-24,OUT_BOUND,Not Discussed,No,No,Yes,No,No,No,Agent,No,True,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,85.0
YM4424,2025-02-12,1.0,2025-02-11,OUT_BOUND,Not Discussed,No,Yes,Yes,No,No,No,Customer,No,True,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,85.0
LI1111,2025-11-23,12.0,2025-11-11,OUT_BOUND,Not Discussed,No,No,Yes,No,No,No,Agent,No,True,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,50.0,85.0,85.0
VW4128,2025-02-04,0.0,2025-02-04,IN_BOUND,Not Discussed,No,No,Yes,No,No,No,Customer,Yes,True,False,No,No,No,No,No,No,True,True,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,90.0
NX3786,2025-09-10,13.0,2025-08-28,OUT_BOUND,Standard,Yes,No,Yes,No,No,No,Customer,No,True,False,No,No,No,No,No,No,True,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,80.0
CZ2542,2025-08-25,14.0,2025-08-11,OUT_BOUND,Standard,Yes,Yes,Yes,No,Yes,No,Agent,No,True,False,Yes,No,No,Yes,No,No,True,False,False,False,False,1,2025,Satisfied,50.0,90.0,80.0,80.0
WR0854,2025-04-24,9.0,2025-04-15,OUT_BOUND,Express,Yes,No,Yes,No,No,No,Agent,No,True,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,90.0
CS4033,2024-12-17,7.0,2024-12-10,IN_BOUND,Standard,Yes,Yes,Yes,No,No,No,Customer,Yes,True,False,No,No,No,No,No,No,True,False,False,False,False,1,2024,Satisfied,50.0,90.0,90.0,90.0
JW6943,2025-09-12,8.0,2025-09-04,OUT_BOUND,Standard,Yes,No,Yes,No,No,No,Agent,No,True,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,80.0,90.0,90.0,90.0
RS3715,2025-07-26,5.0,2025-07-21,IN_BOUND,Not Discussed,No,Yes,Yes,No,No,No,Customer,Yes,True,False,No,No,No,Yes,No,Yes,False,False,False,False,False,1,2025,Neutral,50.0,80.0,70.0,70.0
HC8439,2025-11-05,0.0,2025-11-05,OUT_BOUND,Not Discussed,No,No,Yes,No,No,No,Customer,No,True,False,No,No,No,No,No,No,True,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,80.0
KQ9602,2025-01-15,13.0,2025-01-02,IN_BOUND,Not Discussed,No,No,Yes,No,No,No,Customer,No,True,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,90.0
FY5290,2025-10-31,14.0,2025-10-17,OUT_BOUND,Not Discussed,No,No,Yes,No,No,No,Customer,No,True,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Neutral,50.0,80.0,80.0,80.0
KR7764,2025-10-28,12.0,2025-10-16,IN_BOUND,Standard,Yes,Yes,Yes,No,No,No,Customer,No,True,False,No,No,No,No,No,No,True,True,False,False,False,1,2025,Neutral,80.0,80.0,80.0,80.0
BY6069,2025-11-09,3.0,2025-11-06,IN_BOUND,Standard,Yes,No,Yes,No,No,No,Customer,No,True,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,85.0
OF3001,2025-11-27,10.0,2025-11-17,IN_BOUND,Not Discussed,No,No,Yes,No,Yes,Yes,Customer,No,False,False,No,No,No,No,No,No,True,False,False,False,False,1,2025,Satisfied,60.0,90.0,90.0,90.0
JC2382,2025-11-24,7.0,2025-11-17,OUT_BOUND,Standard,Yes,No,Yes,No,No,No,Customer,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,85.0
RQ4384,2025-09-27,3.0,2025-09-24,OUT_BOUND,Standard,Yes,No,Yes,No,No,No,Agent,No,False,False,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,85.0
HD4144,2025-07-19,2.0,2025-07-17,OUT_BOUND,Express,Yes,No,Yes,No,No,No,Customer,Yes,False,True,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,90.0
SB5031,2025-05-07,1.0,2025-05-06,IN_BOUND,Not Discussed,No,No,Yes,No,No,No,Customer,Yes,False,True,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,90.0
OD4886,2025-08-02,2.0,2025-07-31,IN_BOUND,Not Discussed,No,No,Yes,No,No,No,Customer,Yes,False,True,No,No,No,No,No,No,True,False,True,False,False,1,2025,Satisfied,50.0,90.0,90.0,90.0
QE0407,2025-10-29,2.0,2025-10-27,OUT_BOUND,Standard,Yes,No,Yes,No,No,No,Customer,No,False,False,No,Yes,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,85.0
NN5149,2025-04-11,9.0,2025-04-02,IN_BOUND,Not Discussed,No,No,Yes,No,No,No,Customer,Yes,False,True,No,No,No,No,No,No,False,False,False,False,False,1,2025,Satisfied,80.0,95.0,92.0,90.0
XI3643,2025-10-09,7.0,2025-10-02,OUT_BOUND,Standard,Yes,Yes,Yes,No,No,No,Agent,Yes,False,True,No,No,Yes,No,No,No,False,False,False,False,False,1,2025,Satisfied,50.0,90.0,90.0,90.0
